Description,UPC,Promo_Price,Retail_Price,Manufacturer,Category,Count,Multiplier,Retailer,Predicted_List_Price
Alocane Maximum Strength Emergency Room Burn Spray,846241000000.0,,13.49,QUEST PROD,FIRST AID - TREATMENTS,3.5,47.215,CVS,6.99527153679653
Alocane Maximum Strength Emergency Room Burn Gel,846241000000.0,,12.49,QUEST PROD,FIRST AID - TREATMENTS,2.5,31.225,CVS,6.606950000000004
Alocane Maximum Strength Emergency Room Burn Gel,846241000000.0,,10.99,QUEST PROD,FIRST AID - TREATMENTS,2.5,27.475,CVS,5.774523636363636
Quest Products AsthmaMD Lung Performance Peak Flow Meter,846241000000.0,,21.99,QUEST PROD,HOME HEALTH CARE,1.0,21.99,Walgreens,12.00108571428572
Quest Products AsthmaMD Lung Performance Peak Flow Meter,846241000000.0,,21.99,QUEST PROD,HOME HEALTH CARE,1.0,21.99,Walgreens,12.00108571428572
Mam Original Pacifier 16+ Months,845296000000.0,,10.99,ABBOTT NUTR,BABY PRODUCTS,2.0,21.98,Walgreens,7.166051136363638
plusOne Vibrating Prostate Massager,843445000000.0,,29.99,BRIGGS,SEXUAL WELLNESS,1.0,29.99,Walgreens,15.172219642857156
plusOne Vibrating Ring,843445000000.0,,24.99,HYGENIC CORP,SEXUAL WELLNESS,1.0,24.99,Walgreens,14.014033333333341
Reduce Hydrate Bottle 50 oz Capacity Smoke,842815000000.0,,16.99,PHARMAVITE,HOME HEALTH CARE,1.0,16.99,Walgreens,8.573274615384614
"Bulldog Original Bamboo Razor Refill, 4 CT",841058000000.0,,13.99,EDGEWELL PC,SHAVE - BLADES (NON-RAZOR),4.0,55.96,CVS,8.075140476190477
"Bulldog Original Bamboo Razor, 1 CT, 2 Refill",841058000000.0,,12.49,EDGEWELL PC,SHAVE - RAZORS,1.0,12.49,CVS,8.217590952380958
"Schick Intuition Women's Razor Blade Refills, Sweet Water Lily",841058000000.0,,18.79,EDGEWELL PC,SHAVE - BLADES (NON-RAZOR),3.0,56.37,CVS,10.688763461538464
Schick Intuition Sweet Water Lily Razor Handle + 2 Refills,841058000000.0,10.99,13.49,EDGEWELL PC,SHAVE - RAZORS,1.0,13.49,CVS,8.950461904761903
Schick Intuition Island Berry 4-Blade Razor + 2 Razor Blade Refills,841058000000.0,10.99,13.49,EDGEWELL PC,SHAVE - RAZORS,1.0,13.49,CVS,8.950461904761903
"Schick Hydro Sensitive Men's 5-Blade Razor Blade Refills, 12 Pack",841058000000.0,,41.79,EDGEWELL PC,SHAVE - BLADES (NON-RAZOR),0.5,20.895,CVS,26.21963333333333
Schick Hydro Silk Ready-to-Use Targeted Waxing Strips Kit for Face + Pubic,841058000000.0,,11.99,EDGEWELL PC,SHAVE - CREAMS,1.0,11.99,Walgreens,7.1197344047619024
"Schick Hydro Silk 2-in-1 Hair Removal Cream for Body & Pubic, 8.4 OZ",841058000000.0,,12.99,EDGEWELL PC,SHAVE - CREAMS,8.4,109.116,CVS,6.660823015873018
Schick Hydro Silk 2-in-1 Hair Removal Cream for Body + Pubic,841058000000.0,,11.99,EDGEWELL PC,SHAVE - CREAMS,8.4,100.716,Walgreens,6.73927857142857
"Schick Hydro Silk Easy Control Sugar Wax Roller for Body & Pubic, 5.1 OZ",841058000000.0,,12.99,EDGEWELL PC,SHAVE - CREAMS,5.1,66.249,CVS,7.229209365079361
Schick Hydro Silk Easy Control Sugar Wax Roller,841058000000.0,,11.99,EDGEWELL PC,SHAVE - CREAMS,1.0,11.99,Walgreens,7.1197344047619024
"Schick Hydro Silk Easy Control Sugar Wax Wand for Face & Brow, 20 CT",841058000000.0,,12.99,EDGEWELL PC,SHAVE - CREAMS,0.77,10.0023,CVS,7.216405555555549
Schick Hydro Silk Easy Control Sugar Wax Wand for Face + Brow,841058000000.0,,11.99,EDGEWELL PC,SHAVE - CREAMS,1.0,11.99,Walgreens,7.1197344047619024
"Schick Intuition Sensitive Care 4-Blade Razors, 3 CT",841058000000.0,,13.99,EDGEWELL PC,SHAVE - RAZORS,3.0,41.97,CVS,8.453371428571423
"Edge Ultra Sensitive Shave Gel, 7 OZ",841058000000.0,,4.69,EDGEWELL PC,SHAVE - CREAMS,7.0,32.83,CVS,3.0769
"Bulldog Age Defense Serum, 1.6 OZ",841058000000.0,,13.99,EDGEWELL PC,SKIN CARE - FACIAL,1.69,23.6431,CVS,7.850190476190474
Bulldog Age Defense Eye Roll-On,841058000000.0,,13.99,EDGEWELL PC,SKIN CARE - FACIAL,0.5,6.995,CVS,7.766966666666664
Bulldog Age Defense Moisturizer,841058000000.0,,13.99,EDGEWELL PC,SKIN CARE - FACIAL,3.38,47.2862,CVS,7.899390476190474
"Bulldog Moisturizer, Original, 3.3 OZ",841058000000.0,,12.79,EDGEWELL PC,SKIN CARE - FACIAL,3.3,42.207,CVS,7.549690476190481
"Bulldog Original Shave Gel, 5.9 OZ",841058000000.0,,8.99,EDGEWELL PC,SHAVE - CREAMS,5.9,53.041,CVS,5.1673168181818205
"Flower Beauty Lowlight Liquid Contour, Light",840797000000.0,,14.49,UNIV NUTR,COSMETICS-FACIAL,1.0,14.49,CVS,12.30337125
"Flower Beauty Plump Up Gloss Stick, Fiery",840797000000.0,,11.99,MABIS HEALTH,LIP CARE PRODUCTS,1.0,11.99,CVS,7.258200989010984
"Flower Beauty Plump Up Gloss Stick, Heated",840797000000.0,,11.99,MABIS HEALTH,LIP CARE PRODUCTS,1.0,11.99,CVS,7.258200989010984
"Flower Beauty Plump Up Gloss Stick, Sizzle",840797000000.0,,11.99,MABIS HEALTH,LIP CARE PRODUCTS,0.05,0.5995,CVS,7.530175258852251
"Flower Beauty Plump Up Gloss Stick, Spicy",840797000000.0,,11.99,MABIS HEALTH,LIP CARE PRODUCTS,1.0,11.99,CVS,7.258200989010984
"Flower Beauty Plump Up Gloss Stick, Icy",840797000000.0,,11.99,MABIS HEALTH,LIP CARE PRODUCTS,0.05,0.5995,CVS,7.530175258852251
"FLOWER Beauty The Skinny Microbrow Pencil, Espresso",840797000000.0,,11.29,BRIST M/MEAD,COSMETICS-EYE,1.0,11.29,CVS,9.307382499999994
"FLOWER Beauty The Skinny Microbrow Pencil, Auburn",840797000000.0,,11.29,BRIST M/MEAD,COSMETICS-EYE,1.0,11.29,CVS,9.307382499999994
"FLOWER Beauty Scribble Stick, Espresso",840797000000.0,,11.29,MEAD JOHNSON,LIP CARE PRODUCTS,1.0,11.29,CVS,8.141700000000007
"FLOWER Beauty Seal the Deal Setting Spray, Luminizing",840797000000.0,,14.79,P&G-PAPER,COSMETICS-FACIAL,1.0,14.79,CVS,10.007002554112553
"FLOWER Beauty Light Illusion Perfecting Powder, Mocha",840797000000.0,,14.79,P&G-FAMILY,COSMETICS-FACIAL,1.0,14.79,CVS,9.28995303030303
"FLOWER Beauty Light Illusion Perfecting Powder, Caramel",840797000000.0,,14.79,P&G-FAMILY,COSMETICS-FACIAL,1.0,14.79,CVS,9.28995303030303
"FLOWER Beauty Light Illusion Perfecting Powder, Tawny",840797000000.0,,14.79,P&G-FAMILY,COSMETICS-FACIAL,1.0,14.79,CVS,9.28995303030303
"FLOWER Beauty Light Illusion Perfecting Powder, Soft Sand",840797000000.0,,14.79,P&G-FAMILY,COSMETICS-FACIAL,1.0,14.79,CVS,9.28995303030303
"FLOWER Beauty Light Illusion Perfecting Powder, Beige",840797000000.0,,14.79,P&G-FAMILY,COSMETICS-FACIAL,1.0,14.79,CVS,9.28995303030303
"OLLY Post-Game Recover Gluten Free Gummies, Pineapple Flavor, 25 CT",840160000000.0,,22.99,OLLY PBC,"VITAMINS, MINERALS & SUPPLEMENTS",25.0,574.75,CVS,12.66070000000001
"OLLY Pre-Game Energy Gluten Free Gummies, Berry Lime Flavor, 25 CT",840160000000.0,,22.99,OLLY PBC,"VITAMINS, MINERALS & SUPPLEMENTS",25.0,574.75,CVS,12.66070000000001
OLLY Plant Powered Focus Adaptogen Capsules,840160000000.0,,21.99,OLLY PBC,"VITAMINS, MINERALS & SUPPLEMENTS",30.0,659.7,Walgreens,12.361400000000003
"OLLY Fiber Gummy Rings, FOS, 5 g Prebiotic - Strawberry Watermelon Flavor, 50CT",840160000000.0,,22.99,OLLY PBC,DIGESTIVE - LOWER GI,50.0,1149.5,CVS,12.658700000000005
OLLY Fiber Gummy Rings Berry Melon,840160000000.0,,21.99,OLLY PBC,DIGESTIVE - LOWER GI,50.0,1099.5,Walgreens,12.740100000000007
"OLLY Keep it Moving Constipation Relief, Rhubarb, Prunes, Amla - Plum Berry Flavor, 30CT",840160000000.0,,15.99,OLLY PBC,DIGESTIVE - LOWER GI,30.0,479.7,CVS,10.07385999999999
OLLY Keep It Movin' Plum Berry,840160000000.0,,15.99,OLLY PBC,DIGESTIVE - LOWER GI,30.0,479.7,Walgreens,10.07385999999999
"Olly Metabolism Gummy Rings Snappy Apple Flavor, 30 CT",840160000000.0,,22.99,OLLY PBC,"VITAMINS, MINERALS & SUPPLEMENTS",30.0,689.7,CVS,12.67170000000001
OLLY Metabolism Gummy Rings Apple,840160000000.0,,21.99,OLLY PBC,"VITAMINS, MINERALS & SUPPLEMENTS",30.0,659.7,Walgreens,12.361400000000003
"OLLY Goodbye Stress Gummies, Berry Verbena, 60 CT",840160000000.0,,20.49,OLLY PBC,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,1229.4,CVS,11.68546666666667
"OLLY Combat Cravings Capsules, Metabolism Support Supplement, 30CT",840160000000.0,,22.99,OLLY PBC,WT CTL/NUTRITION - CANDY TABLETS,30.0,689.7,CVS,13.15250000000001
OLLY Combat Cravings,840160000000.0,,24.99,OLLY PBC,WT CTL/NUTRITION - CANDY TABLETS,30.0,749.7,Walgreens,13.394533333333339
OLLY Combat Cravings,840160000000.0,,24.99,OLLY PBC,WT CTL/NUTRITION - CANDY TABLETS,30.0,749.7,Walgreens,13.394533333333339
"OLLY Kids Chillax Gummies, Chewable Supplement, Sunny Sherbet, 50CT",840160000000.0,,15.99,OLLY PBC,VITAMINS,50.0,799.5,CVS,8.68019999999999
"OLLY Kids Chillax Raspberry, Lime and Orange",840160000000.0,,15.99,OLLY PBC,VITAMINS,50.0,799.5,Walgreens,8.68019999999999
"OLLY Kids Chillax Raspberry, Lime and Orange",840160000000.0,,15.99,OLLY PBC,VITAMINS,50.0,799.5,Walgreens,8.68019999999999
"OLLY Extra Strength Sleep Gummies, 5mg Melatonin, Blackberry Mint, 70 CT",840160000000.0,,22.99,OLLY PBC,SLEEPING REMEDIES,70.0,1609.3,CVS,12.724202857142863
OLLY Extra-Strength Sleep,840160000000.0,,21.99,OLLY PBC,SLEEPING REMEDIES,70.0,1539.3,Walgreens,12.419446666666673
"OLLY Hello Happy Gummies, Adult Gummy Worm Supplement, Vitamin D, Tropical Zing, 60CT",840160000000.0,,22.99,OLLY PBC,VITAMINS,60.0,1379.4,CVS,12.662352857142864
OLLY Hello Happy Gummy Worms,840160000000.0,,21.99,OLLY PBC,VITAMINS,60.0,1319.4,Walgreens,12.37718476190476
"OLLY Muscle Recovery Sleep Gummies, Berry, 40CT",840160000000.0,,17.99,OLLY PBC,SLEEPING REMEDIES,40.0,719.6,CVS,9.631866666666667
"RoC Retinol Correxion Deep Wrinkle Anti-Aging Facial Serum, 1 OZ",840103000000.0,,27.49,ROC SKINCARE,SKIN CARE - FACIAL,1.0,27.49,CVS,16.31545000000001
"RoC Retinol Correxion Deep Wrinkle Anti-Aging Night Face Cream, 1 OZ",840103000000.0,,28.99,ROC SKINCARE,SKIN CARE - FACIAL,1.0,28.99,CVS,16.834695833333342
RoC Retinol Correxion Deep Wrinkle Night Cream,840103000000.0,,29.99,ROC SKINCARE,SKIN CARE - FACIAL,1.0,29.99,Walgreens,17.415637500000006
"RoC Retinol Correxion Max Daily Hydration Creme, 1.7 Fl. Oz",840103000000.0,,29.99,ROC SKINCARE,SKIN CARE - FACIAL,1.7,50.983,CVS,17.261137500000004
RoC Retinol Correxion Line Smoothing Max Hydration Cream,840103000000.0,,29.99,ROC SKINCARE,SKIN CARE - FACIAL,1.7,50.983,Walgreens,17.261137500000004
"RoC Multi Correxion 5 in 1 Eye Cream, Anti-Aging Treatment, .5 OZ",840103000000.0,,30.79,ROC SKINCARE,SKIN CARE - FACIAL,0.5,15.395,CVS,17.100020833333346
"RoC Multi Correxion 5 In 1 Anti-Aging Face Moisturizer, 1.7 OZ",840103000000.0,,29.99,ROC SKINCARE,SKIN CARE - FACIAL,1.7,50.983,CVS,17.261137500000004
"RoC Retinol Correxion Anti-Aging Eye Cream Treatment, 0.5 OZ",840103000000.0,,27.79,ROC SKINCARE,SKIN CARE - FACIAL,0.5,13.895,CVS,16.823266666666676
RoC Retinol Correxion Line Smoothing Eye Cream,840103000000.0,,29.99,ROC SKINCARE,SKIN CARE - FACIAL,0.5,14.995,Walgreens,17.372790833333347
"RoC Derm Correxion Fill + Treat Serum, 0.5 OZ",840103000000.0,,38.99,ROC SKINCARE,SKIN CARE - FACIAL,0.5,19.495,CVS,20.124058333333338
"RoC Derm Correxion Contour Cream, 1.7 OZ",840103000000.0,,32.99,ROC SKINCARE,SKIN CARE - FACIAL,1.7,56.083,CVS,17.93249999999999
RoC Multi Correxion Hydrate + Plump Eye Cream with Hyaluronic Acid,840103000000.0,,28.99,ROC SKINCARE,SKIN CARE - FACIAL,0.5,14.495,CVS,17.312632261904774
"RoC Multi Correxion Hydrate + Plump SPF 30 Daily Moisturizer with Hyaluronic Acid, 1.7 OZ",840103000000.0,,32.99,ROC SKINCARE,SKIN CARE - FACIAL,1.7,56.083,CVS,17.93249999999999
RoC Multi Correxion Crepe Repair Face & Neck Cream,840103000000.0,,33.79,ROC SKINCARE,SKIN CARE - FACIAL,1.7,57.443,CVS,18.763491666666667
RoC Retinol Correxion Line Smoothing Night Serum Capsules,840103000000.0,,32.99,ROC SKINCARE,SKIN CARE - FACIAL,30.0,989.7,CVS,17.610699999999987
"RoC Retinol Correxion Capsules, Anti-Aging Night Face Serum Treatment",840103000000.0,,28.99,ROC SKINCARE,SKIN CARE - FACIAL,0.01,0.2899,Walgreens,17.312632261904774
"RoC Multi Correxion Revive & Glow Daily Serum, 1 OZ",840103000000.0,,32.99,ROC SKINCARE,SKIN CARE - FACIAL,1.0,32.99,CVS,17.581566666666653
Nature's Truth Taurine Quick Release Capsules,840093000000.0,10.04,14.99,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",90.0,1349.1,Walgreens,8.182099999999998
Nature's Truth Electrolyte Hydration Gummies Lemon,840093000000.0,13.39,19.99,PIPING ROCK,WT CTL/NUTRITION - CANDY TABLETS,48.0,959.52,Walgreens,10.931800000000019
Nature's Truth Electrolyte Tablets Unflavored,840093000000.0,10.04,14.99,PIPING ROCK,WT CTL/NUTRITION - CANDY TABLETS,90.0,1349.1,Walgreens,8.751699999999989
"Nature's Truth Horny Goat Weed Gummies, 60 CT",840093000000.0,,17.99,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,1079.4,CVS,9.732362777777778
"Nature's Truth Biotin 10,000MCG Gummies, 50 CT",840093000000.0,,15.99,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",50.0,799.5,CVS,9.136383333333331
Nature's Truth 100% Drug Free Melatonin Gummies,840093000000.0,,16.99,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,1019.4,CVS,9.820789130434786
"Nature's Truth D3+ B12 Gummies, 60 CT",840093000000.0,,15.49,PIPING ROCK,VITAMINS,60.0,929.4,CVS,8.60946333333333
"Nature's Truth Extra Strength Ashwagandha Capsules, 3,000 mg, 90 CT",840093000000.0,,19.49,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",90.0,1754.1,CVS,10.15657142857143
"Nature's Truth Essential Iron + B-Vitamins, Zinc Gummies, 60 CT",840093000000.0,,17.99,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,1079.4,CVS,9.732362777777778
"Nature's Truth Rapid Release Melatonin Softgels, 10 mg, 120 CT",840093000000.0,,19.49,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",120.0,2338.8,CVS,10.111800000000002
Nature's Truth Rapid Release Zinc 50 mg plus Vitamin C Softgels,840093000000.0,,14.49,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",120.0,1738.8,CVS,7.400500000000003
"Nature's Truth Extra Strength Vitamin D3 Gummies, 50 mcg, 70 CT",840093000000.0,,13.99,PIPING ROCK,VITAMINS,70.0,979.3,CVS,7.9331799999999975
"Nature's Truth Just 4 Kidz Black Elderberry plus Vitamin C, Zinc Gummies",840093000000.0,,15.79,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",50.0,789.5,CVS,8.277849999999999
"Nature's Truth B-Energized + B-Vitamins, L-Carnitine, Ashwaganda",840093000000.0,,16.99,PIPING ROCK,VITAMINS,48.0,815.52,CVS,9.575500000000002
"Nature's Truth Turmeric Curcumin + Ginger Gummies, 70 CT",840093000000.0,,19.79,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",70.0,1385.3,CVS,9.914375000000003
"Nature's Truth Beauty Collagen Types 1 + 3 Gummies, 60 CT",840093000000.0,,17.79,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,1067.4,CVS,8.959955000000004
"Nature's Truth Sambucus Black Elderberry + Vitamin C & Zinc Gummies, 50 CT",840093000000.0,,20.79,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",50.0,1039.5,CVS,11.02262500000001
"Nature's Truth Apple Cider Vinegar Gummies, 600 mg, 75 CT",840093000000.0,,16.79,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",75.0,1259.25,CVS,8.501999999999999
Nature's Truth Apple Cider Vinegar Gummies 600 mg,840093000000.0,12.72,18.99,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",75.0,1424.25,Walgreens,9.50227142857144
Nature's Truth Apple Cider Vinegar Gummies 600 mg,840093000000.0,12.72,18.99,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",75.0,1424.25,Walgreens,9.50227142857144
"Nature's Truth Extra Strength Melatonin Gummies, 10 mg, 70 CT",840093000000.0,,15.99,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",70.0,1119.3,CVS,9.437216666666664
Nature's Truth Sambucus Black Elderberry,840093000000.0,,14.49,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",1.0,14.49,CVS,7.81916345238095
"Nature's Truth Turmeric Curcumin Softgels, 1600 mg, 60 CT",840093000000.0,,20.49,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,1229.4,CVS,11.105033333333335
Nature's Truth 100% Pure Australian Tea Tree Oil,840093000000.0,,17.49,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",2.0,34.98,CVS,9.195083333333336
"Nature's Truth Eucalyptus Mist Spray, 2.4 OZ",840093000000.0,,7.99,PIPING ROCK,BATH PRODUCTS,2.4,19.176,CVS,4.578514761904765
"Nature's Truth High Potency Magnesium, 400 mg",840093000000.0,,16.49,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",72.0,1187.28,CVS,8.313599999999997
"Nature's Truth Super Fruits & Veggies Capsules, 60 CT",840093000000.0,,14.99,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,899.4,CVS,8.541720000000003
Nature's Truth Oil of Oregano 3000 mg,840093000000.0,,13.79,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",90.0,1241.1,CVS,7.1689116666666655
Nature's Truth Ultra K-2 Complex,840093000000.0,,14.99,PIPING ROCK,VITAMINS,50.0,749.5,CVS,8.476982500000009
"Nature's Truth Gorgeous Hair, Skin & Nails Gummies with Biotin, 2,500 MCG",840093000000.0,,14.79,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",80.0,1183.2,CVS,7.146972499999999
"Nature's Truth Melatonin Tablets, 12 mg, 60 CT",840093000000.0,,16.79,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,1007.4,CVS,8.386399999999995
"Nature's Truth Horny Goat Weed with MACA Vegetarian Capsules, 60 CT",840093000000.0,,17.79,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,1067.4,CVS,8.959955000000004
Nature's Truth Horny Goat Weed with Maca,840093000000.0,8.03,11.99,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,719.4,Walgreens,7.320499999999993
"Nature's Truth Vitamin C 1,000 mg with Bioflavonoids & Wild Rose Hips",840093000000.0,,15.99,PIPING ROCK,VITAMINS,100.0,1599.0,CVS,8.75260666666667
Nature's Truth High Strength Odorless Garlic,840093000000.0,,12.49,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",120.0,1498.8,CVS,7.050833333333332
"Nature's Truth Melatonin Tablets, 5 mg, 90 CT",840093000000.0,,12.49,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",90.0,1124.1,CVS,6.794816666666667
"Nature's Truth Iron Supplement, 65 mg, 120 CT",840093000000.0,,9.99,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",120.0,1198.8,CVS,5.368290714285717
"Nature's Truth High Potency Vitamin D3 Softgels, 50 mcg, 150 CT",840093000000.0,,13.49,PIPING ROCK,VITAMINS,100.0,1349.0,CVS,7.552552380952385
"Nature's Truth Fast Dissolve Methylcobalamin Vitamin B-12, 5,000 MCG",840093000000.0,,19.79,PIPING ROCK,VITAMINS,60.0,1187.4,CVS,10.013349999999999
"Nature's Truth Triple Strength Cranberry Concentrate 15,000 mg plus Vitamin C, 90 CT",840093000000.0,,22.49,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",90.0,2024.1,CVS,11.839460000000006
Nature's Truth Maximum Strength Melatonin plus L-Theanine,840093000000.0,,17.99,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",72.0,1295.28,CVS,9.71439611111111
"Nature's Truth Alpha Lipoic Acid 300mg Quick Release Capsules, 60 CT",840093000000.0,,20.99,PIPING ROCK,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,1259.4,CVS,11.480050000000004
"Nature's Truth High Potency Vitamin D Softgels, 250 mcg, 100 CT",840093000000.0,,18.49,PIPING ROCK,VITAMINS,100.0,1849.0,CVS,10.253038461538463
"Irwin Testosterone Up Pro Growth, 60 CT",840081000000.0,,34.99,IRWIN NATURL,SEXUAL WELLNESS,60.0,2099.4,CVS,20.6571
"Irwin Energy & Endurance Testosterone Up Men 40+, 60 CT",840081000000.0,,34.99,IRWIN NATURL,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,2099.4,CVS,20.005450000000007
"Irwin Gut To Brain Hunger Control, 60 CT",840081000000.0,,27.99,IRWIN NATURL,WT CTL/NUTRITION - CANDY TABLETS,60.0,1679.4,CVS,15.9233
"Irwin Power Male Horny Goat Weed With Nitric Oxide Booster, 60 CT",840081000000.0,,19.99,IRWIN NATURL,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,1199.4,CVS,11.916072619047627
"Irwin Testosterone Up Strength & Size, 60 CT",840081000000.0,,34.99,IRWIN NATURL,SEXUAL WELLNESS,60.0,2099.4,CVS,20.6571
"Irwin Sensual Woman Endurance Stress Libido, 60 CT",840081000000.0,,27.99,IRWIN NATURL,SEXUAL WELLNESS,60.0,1679.4,CVS,15.785299999999996
"Irwin Next Level Steel Libico X2 Maca & L Arginine, 75 CT",840081000000.0,,29.99,IRWIN NATURL,SEXUAL WELLNESS,75.0,2249.25,CVS,16.47333333333333
"Irwin 10 Day Acai Super Cleanse, 60 CT",840081000000.0,,19.99,IRWIN NATURL,WT CTL/NUTRITION - CANDY TABLETS,60.0,1199.4,CVS,12.184962380952387
Irwin Naturals Testosterone Mega-Boost Red Liquid Soft-gels,840081000000.0,,30.49,IRWIN NATURL,SEXUAL WELLNESS,56.0,1707.44,CVS,16.43776666666666
"Irwin Naturals Daily Multi Testosterone Up Liquid Soft-gels, 60 CT",840081000000.0,,34.79,IRWIN NATURL,SEXUAL WELLNESS,60.0,2087.4,CVS,19.57706666666667
"Irwin Naturals Magnesium + Ashwagandha Liquid Soft-gels, 60 CT",840081000000.0,,23.99,IRWIN NATURL,"VITAMINS, MINERALS & SUPPLEMENTS",60.0,1439.4,CVS,13.863297857142868
Irwin Naturals L-Arginine + Horny Goat Weed Soft-Gels,840081000000.0,19.49,25.99,IRWIN NATURL,SEXUAL WELLNESS,75.0,1949.25,Walgreens,14.957600000000006
"Irwin Naturals Fenugreek RED Soft-gels, 60 CT",840081000000.0,,32.99,IRWIN NATURL,SEXUAL WELLNESS,60.0,1979.4,CVS,19.046999999999997
Irwin Naturals Libido-Max for Active Men Liquid Soft Gels,840081000000.0,14.99,19.99,IRWIN NATURL,WT CTL/NUTRITION - CANDY TABLETS,60.0,1199.4,Walgreens,12.124200000000007
"eos 100%  4-Pack Lip Balm Sticks, Natural Fruity Variety, 4 Pack",840045000000.0,,10.79,EOS PRODUCTS,LIP PREPARATIONS,0.14,1.5106,CVS,6.033408095238093
"eos 100% Lip Balm Sticks, Natural Watermelon Frosé, 2 Pack",840045000000.0,,5.59,EOS PRODUCTS,LIP PREPARATIONS,0.14,0.7826,CVS,3.217149381270904
"eos 100% Natural & Organic Lip Balm Variety Pack, 4 0.14 OZ Sticks",840045000000.0,,10.79,EOS PRODUCTS,LIP PREPARATIONS,0.14,1.5106,CVS,6.033408095238093
"eos The Hero Extra Dry Lip Treatment, Natural Strawberry Extract, 24H Moisture Lip Repair, 0.35 fl oz, 2-Pack",840045000000.0,,8.49,EOS PRODUCTS,LIP PREPARATIONS,0.35,2.9715,CVS,4.509433333333335
"eos Dry Lip Repair - Extra Dry Lip Treatment Strawberry, Strawberry",840045000000.0,,5.99,EOS PRODUCTS,LIP PREPARATIONS,0.35,2.0965,Walgreens,3.346413440709617
"REACH Ultra Clean Soft Toothbrush with Cap, 1 CT",840040000000.0,,1.0,PERRIGO CO,ORAL CARE - DENTAL ACCESSORIES,1.0,1.0,CVS,1.800068611111111
"REACH Essentials Soft Toothbrush, 2 CT",840040000000.0,,1.0,PERRIGO CO,ORAL CARE - DENTAL ACCESSORIES,1.0,1.0,CVS,1.800068611111111
"Clearasil Rapid Rescue Deep Treatment Wash, 6.78 OZ",839977000000.0,,9.49,RECKITT,SKIN CARE - ACNE,6.78,64.3422,CVS,5.669474583333336
"Clearasil Rapid Rescue Spot Acne Treatment Cream, 1 OZ",839977000000.0,,12.99,RECKITT,SKIN CARE - ACNE,1.0,12.99,CVS,7.356774314574315
"Clearasil Stubborn Acne 5 In 1 Spot Treatment Cream, 1 OZ",839977000000.0,,7.99,RECKITT,SKIN CARE - ACNE,1.0,7.99,CVS,4.7731425396825475
"Clearasil Ultra Overnight Spot Patches, 18 CT",839977000000.0,,14.49,RECKITT,SKIN CARE - ACNE,18.0,260.82,CVS,7.6029700000000044
Clearasil Ultra Acne Control Treatment Facial Cleansing Daily Pads 5 in1 with Salicylic Acid,839977000000.0,,9.99,RECKITT,SKIN CARE - ACNE,90.0,899.1,Walgreens,5.530515714285718
"Vega Sport Protein, 20.4 OZ",838766000000.0,,42.49,UNIV NUTR,WT CTL/NUTRITION - LIQ/POWDER,20.4,866.796,CVS,26.626299999999983
"Vega Sport Protein, 20.4 OZ",838766000000.0,,42.49,UNIV NUTR,WT CTL/NUTRITION - LIQ/POWDER,20.4,866.796,CVS,26.626299999999983
"Flexitol Heel Balm, Rich Moisturizing & Exfoliating Foot Cream",835787000000.0,,12.99,LACORIUM HLT,FOOT CARE PRODUCTS,4.0,51.96,Walgreens,6.6401878174603155
