Description,UPC,Promo_Price,Retail_Price,Manufacturer,Category,Count,Multiplier,Retailer,Predicted_List_Price
"Cold-Eeze Zinc Lozenges, Homeopathic Cold Remedy Citrus With Elderberry",91108323252.0,14.621000000000008,15.99,VESPYR,UPPER RESPIRATORY - COUGH DROPS/LOZENGES,25.0,399.75,Walgreens,8.847824999999991
"Cold-Eeze Zinc Lozenges, Homeopathic Cold Remedy",91108320251.0,12.982233333333339,14.49,VESPYR,UPPER RESPIRATORY - COUGH DROPS/LOZENGES,25.0,362.25,Walgreens,8.446164999999992
Revlon Super Lustrous Lipstick,91000009025.0,9.978000000000007,10.99,REVLON,COSMETICS-LIP,1.0,10.99,CVS,5.164050000000004
Maty's All Natural Baby Chest Rub,89987400203.0,6.910100000000004,8.49,MATY'S PROD,UPPER RESPIRATORY - EXTERNAL,0.0,12.735,CVS,4.697649999999997
"Luvena Vaginal Moisturizer & Lubricant, 6 CT",89965500211.0,28.70409999999997,32.49,LACLEDE LABS,SEXUAL WELLNESS,6.0,194.94,CVS,16.520999999999997
"Amberen Menopause Relief Capsules, 60 CT",89923400108.0,34.01609999999995,38.79,BIOGIX INC,FEMININE NEEDS - WOMEN'S CARE,60.0,2327.4,CVS,23.655700000000003
Qunol Sleep Support 5 in 1 Capsules,89844000142.0,15.000000000000009,17.99,QUTEN RESEAR,SLEEPING REMEDIES,30.0,539.7,CVS,10.172075
"Zarbee's Naturals Children's Elderberry Immune Support, Vitamin C & Zinc, Berry, 21 Gummies",89811500273.0,9.509399999999998,11.79,ZARBEES INC,"VITAMINS, MINERALS & SUPPLEMENTS",21.0,247.59,CVS,7.058999999999997
"Kids Natural Mineral Sunscreen Continuous Spray, SPF 30 6 OZ",89806200158.0,13.372299999999996,14.99,GODDESS GRDN,SUN CARE,6.0,89.94,CVS,8.940100000000001
Stander The Curve Grab Bar,89756490000.0,185.94249999999997,209.99,STANDER,HOME HEALTH CARE,1.0,209.99,CVS,99.31729999999999
Stander Automobility Solution,89756430020.0,46.40829999999998,59.99,STANDER,HOME HEALTH CARE,1.0,59.99,CVS,42.71725292397661
Stander Handy Bar,89756430010.0,32.02429999999995,34.99,STANDER,HOME HEALTH CARE,1.0,34.99,CVS,21.847
Stander Assist-A-Tray,89756420504.0,197.9761,249.99,STANDER,HOME HEALTH CARE,1.0,249.99,CVS,125.31083333333332
Stander Safety Bed Rail With Padded Pouch,89756408051.0,175.34659999999994,164.99,STANDER,HOME HEALTH CARE,1.0,164.99,CVS,88.66936666666666
Stander BedCaddie,89756402085.0,21.5335,25.49,STANDER,HOME HEALTH CARE,1.0,25.49,CVS,13.833606666666672
Stander Metro Car Handle Plus,89756402082.0,32.02429999999995,34.99,STANDER,HOME HEALTH CARE,1.0,34.99,CVS,21.847
Stander 4 Piece Recliner Riser Set,89756400096.0,34.49239999999993,39.99,STANDER,HOME HEALTH CARE,4.0,159.96,CVS,21.52364179823446
Stander CarCaddie,89756400080.0,16.807199999999995,19.49,STANDER,HOME HEALTH CARE,1.0,19.49,CVS,10.424
Stander Bed Rail Advantage Traveler with Organizer Pouch,89756400050.0,66.89909999999988,99.99,STANDER,HOME HEALTH CARE,1.0,99.99,CVS,56.65539999999998
"Able Life Space Saver Walker, Black Walnut",89756400042.0,83.13909999999986,119.99,BRIST M/MEAD,HOME HEALTH CARE,1.0,119.99,CVS,56.7773
Stander Security Pole,89756400013.0,185.94249999999997,209.99,STANDER,HOME HEALTH CARE,1.0,209.99,CVS,99.31729999999999
Stander Security Pole and Curve Grab Bar,89756400011.0,197.9761,249.99,STANDER,HOME HEALTH CARE,1.0,249.99,CVS,125.31083333333332
Stander CouchCane with Organizer Pouch,89756400001.0,175.1497999999999,189.99,STANDER,HOME HEALTH CARE,1.0,189.99,CVS,94.6054
"Zarbee's baby Soothing Cough Syrup Relief Liquid, Peach & Honey, 2 OZ",89723370904.0,7.1255,10.29,ZARBEES INC,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,2.0,20.58,CVS,6.198385714285715
ZARBEE'S BABY GRAPE COUGH SYRUP,89723370903.0,8.782400000000003,11.29,ZARBEES INC,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,2.0,22.58,CVS,6.330800000000003
"Sambucol Black Elderberry Cold & Flu Relief Tablets, 30 CT",89611600150.0,13.69439999999999,14.79,PHARMACARE,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,30.0,443.7,CVS,8.200000000000006
"Sambucol Black Elderberry Throat Lozenge, 20 CT",89611600120.0,10.038400000000006,10.99,PHARMACARE,UPPER RESPIRATORY - COLD/ALLERGY/SINUS TABLETS,20.0,219.8,CVS,5.7643
"Sambucol Black Elderberry Syrup, 7.8 OZ",89611600111.0,21.278566666666663,24.99,PHARMACARE,"VITAMINS, MINERALS & SUPPLEMENTS",0.0,194.922,CVS,14.971733333333322
"Sambucol Black Elderberry Immune Support Liquid, 4 OZ",89611600110.0,12.686399999999999,14.79,PHARMACARE,UPPER RESPIRATORY - COLD/ALLERGY/SINUS LIQUIDS,4.0,59.16,CVS,7.5030433333333315
"ScarAway Advanced Clear Silicone Scar Sheets, 6 CT",89538400214.0,21.110500000000002,23.79,ENALTUS,FIRST AID - TREATMENTS,6.0,142.74,CVS,11.979499999999998
"Jakemans Throat & Chest Lozenges Honey & Lemon, 24CT",89516400207.0,3.741511111111115,4.99,BT REMEDIES,UPPER RESPIRATORY - COUGH DROPS/LOZENGES,24.0,119.76,CVS,2.7430000000000003
"Bio-Oil Trial Size Skincare Oil, 0.85 OZ",89103800122.0,5.782850000000005,6.59,KAO BRANDS,SKIN CARE - HAND & BODY,0.0,5.6015,CVS,3.7877999999999985
Bio-Oil Specialist Skin Care,89103800100.0,10.357130158730163,13.49,KAO BRANDS,SKIN CARE - HAND & BODY,2.0,26.98,CVS,8.388653333333318
"Crest 3D White Teeth Whitening Pen, 0.13 OZ",88971400337.0,24.99,29.99,PROCTER&GMBL,ORAL CARE - DENTAL ACCESSORIES,1.0,29.99,CVS,19.35968999999998
"Certain Dri Extra Strength Clinical 72-Hour Antiperspirant & Deodorant Stick, Powder Fresh, 1.7 OZ",88947671617.0,6.654632142857144,7.99,BRIDGES CONS,DEODORANTS,0.0,13.583,CVS,4.807099999999992
"Certain Dri Clinical Strength 72-Hour Antiperspirant Roll-On, 4.2 OZ",88947671535.0,10.149840000000001,11.49,BRIDGES CONS,DEODORANTS,0.0,48.258,CVS,6.667999999999996
"Lipo-Flavonoid Plus Day/Night Combo Pack, 90 Caplets",88947651630.0,28.79,38.79,BRIDGES CONS,"VITAMINS, MINERALS & SUPPLEMENTS",90.0,3491.1,CVS,22.264979999999984
Lipo-Flavonoid Plus Caplets,88947651100.0,32.288899999999956,36.49,BRIDGES CONS,"VITAMINS, MINERALS & SUPPLEMENTS",100.0,3649.0,CVS,21.021199999999975
"Lipo Flavonoid Plus Ear Ringing Caplets, 90 CT",88947651090.0,22.99,32.99,BRIDGES CONS,"VITAMINS, MINERALS & SUPPLEMENTS",90.0,2969.1,CVS,20.349599999999974
"Cystex UTI Pain Relief, Max Strength",88947651024.0,8.224300000000003,9.79,BRIDGES CONS,FEMININE NEEDS - WOMEN'S CARE,24.0,234.96,CVS,4.961649999999999
"Absorbine Jr Pro Cream, 3 OZ",88947641403.0,12.521400000000005,15.99,BRIDGES CONS,PAIN - ANALGESIC (EXTERNAL),3.0,47.97,CVS,9.0808
"Absorbine Jr Pro No Mess Roll On, 2.5 OZ",88947641402.0,12.564500000000008,15.99,BRIDGES CONS,PAIN - ANALGESIC (EXTERNAL),0.0,39.975,CVS,9.129400000000002
"Absorbine Jr. Pain Relief Knee Patch, 6 CT",88947641306.0,10.396700000000004,11.99,BRIDGES CONS,PAIN - ANALGESIC (EXTERNAL),6.0,71.94,CVS,6.902499999999998
"Absorbine Plus Jr. Pain Relieving Liquid, 4 FL OZ",88947641204.0,10.465100000000007,12.99,BRIDGES CONS,PAIN - ANALGESIC (EXTERNAL),4.0,51.96,CVS,7.214212878787877
"Urinozinc Prostate Health Complex Plus Beta Sitosterol Caplets, 120CT",88941165040.0,25.057500000000008,28.99,DSE HEALTHCR,"VITAMINS, MINERALS & SUPPLEMENTS",120.0,3478.8,CVS,17.257800000000003
"Dr. Scholl's Women's Comfort and Energy Massaging Gel Insoles, Size 6-10, 1 pair",88885359067.0,15.215400000000006,18.99,SCHOLLS WLNS,FOOT CARE PRODUCTS,1.0,18.99,CVS,10.706569420922214
"Dr. Scholl's Men's Comfort and Energy Massaging Gel Insoles, Size 8-14, 1 pair",88885359066.0,15.215400000000006,18.99,SCHOLLS WLNS,FOOT CARE PRODUCTS,1.0,18.99,CVS,10.706569420922214
"Dr. Scholl's Men's Heel Pain Relief Orthotics, Size 8-12",88885359049.0,19.683600000000023,21.49,SCHOLLS WLNS,FOOT CARE PRODUCTS,1.0,21.49,CVS,10.029100000000005
"Dr. Scholl's Odor-X Ultra Sweat-Absorbing Foot Powder, 7 OZ",88885359041.0,6.772288888888894,7.59,SCHOLLS WLNS,FOOT CARE PRODUCTS,7.0,53.13,CVS,4.180199999999999
"Dr. Scholl's Women's Tri-Comfort Insoles, Size 6-10",88885359022.0,14.67630000000002,15.79,SCHOLLS WLNS,FOOT CARE PRODUCTS,1.0,15.79,CVS,7.292899999999998
"Dr. Scholl's Men's Tri-Comfort Insoles, Size 8-12",88885359021.0,14.67630000000002,15.79,SCHOLLS WLNS,FOOT CARE PRODUCTS,1.0,15.79,CVS,7.292899999999998
"Dr. Scholl's Stylish Step High Heel Relief Insoles, Size 6-10, 1 pair",88885358945.0,10.904080158730162,13.49,SCHOLLS WLNS,FOOT CARE PRODUCTS,1.0,13.49,CVS,6.359968333333333
"Dr. Scholl's Stylish Step Clear Cushioning Insoles for Flats, Size 6-10, 1 pair",88885358936.0,10.904080158730162,13.49,SCHOLLS WLNS,FOOT CARE PRODUCTS,1.0,13.49,CVS,6.359968333333333
"Dr. Scholl's Freeze Away Skin Tag Remover, 8 Treatments",88885300346.0,20.762666666666668,24.99,SCHOLLS WLNS,FIRST AID - TREATMENTS,1.0,24.99,CVS,13.399140909090908
"Dr. Scholl's Ultra Exfoliating Foot Lotion, 3.5 OZ",88885300099.0,8.2877,9.29,SCHOLLS WLNS,FOOT CARE PRODUCTS,0.0,32.515,CVS,4.4681
"Dr. Scholl’s Odor-X® Ultra Odor-Fighting Powder Spray, 4.7 oz.",88885300058.0,6.737553571428575,7.99,SCHOLLS WLNS,FOOT CARE PRODUCTS,0.0,37.553,CVS,3.861483333333336
"Quest Nutrition Protein Bar, 2.12 oz, S'mores",88884900122.0,2.9411000000000014,3.99,QUEST NUTRIT,WT CTL/NUTRITION - CANDY TABLETS,0.0,8.4588,CVS,1.691900000000004
"Quest Nutrition Protein Bar, 2.12 oz",88884900045.0,2.9411000000000014,3.99,QUEST NUTRIT,WT CTL/NUTRITION - CANDY TABLETS,0.0,8.4588,CVS,1.691900000000004
"Quest Nutrition Protein Bar, 2.12 oz, Double Chocolate Chunk",88884900023.0,2.9411000000000014,3.99,QUEST NUTRIT,WT CTL/NUTRITION - CANDY TABLETS,0.0,8.4588,CVS,1.691900000000004
"Quest Nutrition Protein Bar, 2.12 oz, Choc Chip Cookie Dough",88884900001.0,2.9411000000000014,3.99,QUEST NUTRIT,WT CTL/NUTRITION - CANDY TABLETS,0.0,8.4588,CVS,1.691900000000004
Benefiber Healthy Shape Prebiotic Fiber Supplement Powder,88679001887.0,23.561299999999992,29.99,HALEON,DIGESTIVE - LOWER GI,67.0,2009.33,CVS,17.866100000000014
"POP Beauty Prismatic POP Palette, Pink Champagne",88519136010.0,6.8482,11.99,UNIV NUTR,COSMETICS-FACIAL,1.0,11.99,CVS,10.106454148629147
Nuk Learner Cup 6m+,88513162737.0,8.401200000000003,10.29,NUK USA,BABY PRODUCTS,1.0,10.29,CVS,5.543800000000001
Medline Bed Assist Bar with Storage Pocket,88438910286.0,44.44979999999996,51.99,MEDLINE IND,HOME HEALTH CARE,1.0,51.99,CVS,26.5771357142857
"La Roche-Posay Effaclar Clarifying Solution Face Toner, 6.76 OZ",88314004024.0,12.74,16.99,LA ROCHE-POS,SKIN CARE - ACNE,0.0,113.833,CVS,10.194000000000024
"Cantu Hair Dressing Pomade, 4 OZ",87421100268.0,3.86661428571429,5.29,PDC BRANDS,HAIR CARE - STYLING,4.0,21.16,CVS,3.270816666666669
Simple Micellar Cleansing Water,87300649054.0,10.747099999999998,10.99,UNILEVER,SKIN CARE - FACIAL,0.0,148.365,CVS,8.083201428571423
Noxzema Classic Clean Original Deep Cleansing Cream,87300560106.0,5.679700000000001,6.79,UNILEVER,SKIN CARE - ACNE,12.0,81.48,CVS,3.878599999999997
"Neutrogena Beach Defense Face & Body Sunscreen Stick SPF 50+, 1.5 OZ",86800872757.0,9.822200000000008,12.49,KENVUE,SUN CARE,0.0,18.735,CVS,7.678561428571429
"Neutrogena Beach Defense Sunscreen Lotion, 6.7 OZ",86800872719.0,13.266700000000009,14.49,KENVUE,SUN CARE,0.0,97.083,CVS,8.902146666666663
"Neutrogena Age Shield Face Oil-Free Sunscreen SPF 70, 3 OZ",86800872702.0,14.034700000000003,17.49,KENVUE,SUN CARE,3.0,52.47,CVS,9.406599999999992
"Neutrogena Sport Face Oil-Free Lotion Sunscreen, SPF 70+, 2.5 OZ",86800870258.0,13.266700000000009,14.49,KENVUE,SUN CARE,0.0,36.225,CVS,8.902146666666663
"Neutrogena Clear Face Liquid-Lotion Sunblock Break-Out Free, SPF 55",86800860334.0,14.703700000000008,15.99,J&J,SUN CARE,55.0,879.45,CVS,8.39360666666668
"Neutrogena Clear Face Liquid Lotion Sunscreen with SPF 30, 3 OZ",86800860310.0,13.378099999999996,14.99,KENVUE,SUN CARE,3.0,44.97,CVS,9.137949523809521
"Neutrogena Ultra Sheer Dry-Touch Sunscreen, 3 OZ",86800687900.0,12.474719047619056,13.99,KENVUE,SUN CARE,3.0,41.97,CVS,9.089088333333338
"Neutrogena Healthy Skin Liquid Makeup SPF 20, 10 Classic Ivory",86800670018.0,17.232999999999993,19.49,J&J,COSMETICS-FACIAL,1.0,19.49,CVS,8.535249999999998
"Neutrogena Makeup Remover Cleansing Towelettes Fragrance-Free, 21CT",86800438816.0,5.864000000000007,6.59,KENVUE,SKIN CARE - FACIAL,21.0,138.39,CVS,4.726900000000003
"Neutrogena SkinClearing Mineral Powder, 85 Honey, 135 Chestnut",86800438700.0,17.869299999999996,19.49,P&G-FAMILY,COSMETICS-FACIAL,85.0,1656.65,CVS,10.203899999999996
"Neutrogena Hydro Boost Hydrating Concealer, 50 Deep",86800438434.0,17.933199999999996,19.49,UNIV NUTR,COSMETICS-FACIAL,50.0,974.5,CVS,12.49664999999998
"Neutrogena Hydro Boost Hydrating Concealer, 40 Medium",86800438427.0,17.933199999999996,19.49,UNIV NUTR,COSMETICS-FACIAL,40.0,779.6,CVS,12.49664999999998
"Neutrogena Hydro Boost Hydrating Concealer, 10 Fair",86800438397.0,17.848499999999994,19.49,UNIV NUTR,COSMETICS-FACIAL,10.0,194.9,CVS,11.818818333333327
"Neutrogena Hydro Boost Hydrating Tint, 115 Cocoa",86800438373.0,19.89780000000002,21.79,UNIV NUTR,COSMETICS-FACIAL,115.0,2505.85,CVS,16.12872499999998
Neutrogena Healthy Skin Blends,86800438199.0,14.781800000000006,15.99,J&J,COSMETICS-FACIAL,0.0,4.797,CVS,8.64064106060607
Neutrogena MoistureSmooth Color Stick,86800432982.0,10.99,11.99,J&J,COSMETICS-EYE,0.0,1.199,CVS,6.103274999999993
Neutrogena Healthy Lengths Mascara,86800432951.0,10.307500000000006,11.49,J&J,COSMETICS-EYE,0.0,2.4129,CVS,5.740333333333338
Neutrogena Mineral Sheers Loose Powder Foundation,86800432838.0,16.442799999999995,18.79,J&J,COSMETICS-EYE,0.0,3.5701,CVS,8.567999999999987
"Neutrogena Mineral Sheers Loose Powder Foundation, 40 Nude",86800432814.0,17.3559,18.79,J&J,COSMETICS-EYE,40.0,751.6,CVS,9.052000000000001
"Neutrogena Mineral Sheers Loose Powder Foundation, 20 Natural Ivory",86800432791.0,17.329500000000003,18.79,J&J,COSMETICS-EYE,20.0,375.8,CVS,8.954899999999999
"Neutrogena Mineral Sheers Loose Powder Foundation, 10 Classic Ivory",86800432784.0,16.442799999999995,18.79,J&J,COSMETICS-EYE,0.0,3.5701,CVS,8.567999999999987
"Neutrogena Ultra Sheer DRY-TOUCH SPF45 Twinpack, 6 OZ",86800287926.0,19.167999999999996,21.99,KENVUE,SUN CARE,3.0,65.97,CVS,12.459899999999998
"Neutrogena Healthy Skin Concealer, 0.24 OZ, Java Deep 02",86800196297.0,16.035699999999995,17.49,UNIV NUTR,COSMETICS-FACIAL,1.0,17.49,CVS,12.677025411255416
"Neutrogena Healthy Skin Concealer, 0.24 OZ, Chai Deep 01",86800196280.0,16.035699999999995,17.49,UNIV NUTR,COSMETICS-FACIAL,1.0,17.49,CVS,12.677025411255416
"Neutrogena Healthy Skin Concealer, 0.24 OZ, Mocha Medium/Deep 03",86800196273.0,16.035699999999995,17.49,MABIS HEALTH,COSMETICS-FACIAL,1.0,17.49,CVS,10.422649999999992
"Neutrogena Healthy Skin Concealer, 0.24 OZ, Pecan Medium/Deep 02",86800196266.0,16.035699999999995,17.49,MABIS HEALTH,COSMETICS-FACIAL,1.0,17.49,CVS,10.422649999999992
"Neutrogena Healthy Skin Concealer, 0.24 OZ, Almond Medium 02",86800196235.0,16.035699999999995,17.49,UNIV NUTR,COSMETICS-FACIAL,1.0,17.49,CVS,12.677025411255416
"Neutrogena Healthy Skin Concealer, 0.24 OZ, Bisque Light/Medium 02",86800196204.0,16.035699999999995,17.49,UNIV NUTR,COSMETICS-FACIAL,1.0,17.49,CVS,12.677025411255416
Neutrogena Makeup Remover Gel Eraser Stick with Vitamin E,86800196150.0,10.518400000000007,11.49,KENVUE,SKIN CARE - FACIAL,0.0,0.4596,CVS,7.098510641821949
Neutrogena Makeup Remover Melting Balm to Oil with Vitamin E,86800196143.0,12.041566666666675,13.49,KENVUE,SKIN CARE - FACIAL,2.0,26.98,CVS,7.612766666666676
"Neutrogena Smokey Kohl Water-Resistant Eyeliner, Jet Black",86800195672.0,10.129900000000006,11.49,PHY FORMULA,COSMETICS-EYE,0.0,0.1149,Walgreens,7.121049999999993
"Neutrogena Mineral UltraSheer Dry-Touch SPF 30 Lotion, 3 oz",86800193708.0,18.9996,21.49,KENVUE,SUN CARE,3.0,64.47,CVS,11.947075000000002
"Neutrogena Microbrow Tint Serum Pen, Deep Brown",86800160687.0,15.674400000000007,17.99,S.C. JOHNSON,COSMETICS-EYE,1.0,17.99,CVS,13.917833333333355
Neutrogena Oil-Free Eye Makeup Remover,86800124313.0,5.476560000000003,6.79,KENVUE,COSMETICS-FACIAL,0.0,25.802,CVS,4.343733333333326
"Neutrogena Sheer Zinc Kids Mineral Sunscreen Lotion, SPF 50+, 3 OZ",86800112945.0,12.754199999999994,17.99,KENVUE,SUN CARE,3.0,53.97,CVS,10.54480738095238
"Neutrogena Sheer Zinc Kids Mineral Sunscreen Stick, SPF 50+ Fragrance Free",86800112921.0,12.74,16.99,KENVUE,SUN CARE,0.0,25.485,Walgreens,10.219242857142861
Neutrogena Clear Face Liquid-Lotion Sunblock Break-Out Free,86800112822.0,13.378099999999996,14.99,KENVUE,SUN CARE,3.0,44.97,CVS,9.137949523809521
Neutrogena Beach Defense Body Sunscreen Lotion with SPF 50,86800112532.0,13.681399999999991,14.79,KENVUE,SUN CARE,0.0,99.093,CVS,8.2222
"Neutrogena Invisible Daily Defense Lotion, SPF 30",86800111580.0,14.213099999999999,17.49,KENVUE,SUN CARE,30.0,524.7,CVS,10.343399999999988
Neutrogena Invisible Daily Defense Face Serum with SPF 60+,86800111535.0,16.3788,19.79,KENVUE,SUN CARE,0.0,33.643,CVS,10.637899999999993
Neutrogena Invisible Daily Defense Lotion,86800111511.0,15.707,18.49,KENVUE,SUN CARE,3.0,55.47,CVS,10.788866666666651
Neutrogena Invisible Daily Defense Lotion,86800111511.0,15.680599999999997,18.49,KENVUE,SUN CARE,1.0,18.49,CVS,10.789999999999985
Neutrogena Invisible Daily Defense Lotion,86800111511.0,15.680599999999997,18.49,KENVUE,SUN CARE,1.0,18.49,CVS,10.789999999999985
Neutrogena Invisible Daily Defense Lotion,86800111511.0,15.680599999999997,18.49,KENVUE,SUN CARE,1.0,18.49,CVS,10.789999999999985
Neutrogena Invisible Daily Defense Lotion,86800111511.0,15.680599999999997,18.49,KENVUE,SUN CARE,1.0,18.49,CVS,10.789999999999985
Neutrogena Invisible Daily Defense Lotion,86800111511.0,15.680599999999997,18.49,KENVUE,SUN CARE,1.0,18.49,CVS,10.789999999999985
"Neutrogena Pure & Free Baby Mineral Sunscreen with SPF 50, 3 OZ",86800110828.0,14.640100000000018,15.79,KENVUE,SUN CARE,3.0,47.37,CVS,8.032466666666666
"Neutrogena Sheer Zinc Dry-Touch Face Sunscreen with SPF 50, 2 OZ",86800110811.0,13.569300000000023,15.49,KENVUE,SUN CARE,2.0,30.98,CVS,9.823033333333338
"Neutrogena Sheer Zinc Dry-Touch Sunscreen, 3 OZ",86800110804.0,14.528400000000001,16.79,KENVUE,SUN CARE,3.0,50.37,CVS,9.777300000000011
"Neutrogena Ultra Light Cleansing Oil, 4 OZ",86800110736.0,10.510300000000006,11.99,KENVUE,SKIN CARE - FACIAL,4.0,47.96,CVS,7.670818333333335
"Neutrogena Healthy Skin Pressed Powder SPF, 40 Medium",86800105046.0,16.141599999999997,17.79,J&J,COSMETICS-EYE,40.0,711.6,CVS,7.800524999999989
Neutrogena Healthy Skin Pressed Powder SPF,86800105039.0,16.18349999999999,17.79,J&J,COSMETICS-EYE,1.0,17.79,CVS,7.87827499999999
"Neutrogena Healthy Skin Pressed Powder SPF, 20 Light",86800105022.0,16.228299999999987,17.79,J&J,COSMETICS-FACIAL,20.0,355.8,CVS,7.903499999999987
"Neutrogena Ultra Sheer Moisturizing Serum, Vitamin E, SPF 60+, 1.7 OZ",86800103554.0,14.961100000000002,18.99,KENVUE,SUN CARE,0.0,32.283,CVS,11.501679999999983
"Neutrogena Ultra Sheer SPF 50 Zinc Mineral Sunscreen Stick, 1.5 OZ",86800102748.0,15.633599999999996,18.49,KENVUE,SUN CARE,0.0,27.735,CVS,10.524733333333323
"Neutrogena Purescreen+ Mineral Beach Defense Sunscreen Stick, 1.5 oz",86800102731.0,17.726,20.99,KENVUE,SUN CARE,0.0,31.485,CVS,12.425399999999993
Neutrogena Hydro Boost SPF 50 Hyaluronic Acid Moisturizer,86800102519.0,22.2705,25.79,KENVUE,SKIN CARE - FACIAL,0.0,43.843,CVS,15.15432500000001
"Neutrogena Ultra Sheer Dry-Touch Water Resistant Sunscreen SPF 30, 5 OZ",86800100430.0,13.173200000000008,14.49,KENVUE,SUN CARE,5.0,72.45,CVS,9.290019999999993
"Neutrogena Clear Face Serum Sunscreen with Green Tea, SPF 60+, 1.7 oz",86800066507.0,17.862899999999996,20.79,KENVUE,SUN CARE,0.0,35.343,CVS,11.169674999999993
"Neutrogena Invisible Daily Defense Sunscreen Spray, SPF 60+, 5.0 oz",86800066491.0,15.709599999999993,18.79,KENVUE,SUN CARE,5.0,93.95,CVS,10.758866666666655
"Neutrogena Purescreen+ Tinted Mineral Sunscreen, SPF 30, 1.1 oz",86800064206.0,19.9658,22.79,KENVUE,SUN CARE,0.0,25.069,CVS,13.155399999999984
Neutrogena Revitalizing Lip Balm SPF 20,86800009641.0,10.328400000000006,12.49,J&J,LIP PREPARATIONS,1.0,12.49,CVS,6.005183333333328
"Neutrogena Makeup Remover Facial Cleansing Towelettes & Wipes, 21CT",86800007463.0,5.864000000000007,6.59,KENVUE,SKIN CARE - FACIAL,21.0,138.39,CVS,4.726900000000003
Neutrogena Makeup Remover Facial Cleansing Towelettes & Wipes,86800007463.0,6.646174975759539,7.49,KENVUE,SKIN CARE - FACIAL,21.0,157.29,Walgreens,4.854600000000002
"Neutrogena Skinclearing Mineral Powder, Classic Ivory 10, 60 Natural Beige",86800005964.0,17.848499999999994,19.49,J&J,COSMETICS-FACIAL,10.0,194.9,CVS,8.235099999999987
"Neutrogena Skinclearing Mineral Powder, Classic Ivory 10, 50 Soft Beige",86800005957.0,17.848499999999994,19.49,J&J,COSMETICS-FACIAL,10.0,194.9,CVS,8.235099999999987
"Neutrogena Skinclearing Mineral Powder, Classic Ivory 10, 30 Buff",86800005933.0,17.848499999999994,19.49,J&J,COSMETICS-FACIAL,10.0,194.9,CVS,8.235099999999987
"Neutrogena Skinclearing Mineral Powder, Classic Ivory 10, 20Natural Ivory",86800005926.0,17.848499999999994,19.49,J&J,COSMETICS-FACIAL,10.0,194.9,CVS,8.235099999999987
"Neutrogena Skinclearing Mineral Powder, Classic Ivory 10",86800005919.0,17.232999999999993,19.49,J&J,COSMETICS-FACIAL,1.0,19.49,CVS,8.535249999999998
Neutrogena Mineral Sheers Compact Powder Foundation SPF 20,86800005568.0,16.065199999999994,18.79,J&J,COSMETICS-FACIAL,1.0,18.79,CVS,8.412766666666657
Neutrogena Skinclearing Makeup,86800004004.0,16.004300000000004,18.49,J&J,SKIN CARE - FACIAL,1.0,18.49,CVS,8.692500000000013
"Neutrogena Skinclearing Makeup, 40 Nude",86800003977.0,16.689800000000027,18.49,J&J,SKIN CARE - FACIAL,40.0,739.6,CVS,8.527900000000011
"Neutrogena Skinclearing Makeup, 30 Buff",86800003960.0,16.692700000000027,18.49,J&J,SKIN CARE - FACIAL,30.0,554.7,CVS,8.628700000000011
"Neutrogena Skinclearing Makeup, 20 Natural Ivory",86800003953.0,16.679200000000026,18.49,J&J,SKIN CARE - FACIAL,20.0,369.8,CVS,8.78850000000001
"Neutrogena Skinclearing Makeup, 60 Natural Beige",86800003939.0,16.338200000000015,18.49,J&J,COSMETICS-FACIAL,60.0,1109.4,CVS,8.56160000000001
"Crystal 24-Hour Mineral Roll-on Deodorant, Unscented, 2.25 OZ",86449300062.0,5.2186486363636355,6.99,F/T LTD,DEODORANTS,0.0,15.7275,CVS,3.5784500000000015
"Orgain Organic Nutritional Shakes, Sweet Vanilla Bean",86054700006.0,10.656400000000005,12.49,UNIV NUTR,WT CTL/NUTRITION - LIQ/POWDER,1.0,12.49,CVS,11.043465259740257
Psi Bands Drug-Free Wrist Bands for Nausea Relief,85957000140.0,13.428499999999996,14.99,PSI BANDS,DIGESTIVE - LOWER GI,2.0,29.98,CVS,8.852800000000007
"Cryo-Max Reusable 8 Hour Cold Pack, Medium",85941000002.0,17.79,20.79,LIFE WEAR,PAIN - ANALGESIC (EXTERNAL),1.0,20.79,CVS,10.002055000000002
"Zarbee's Naturals Children's Sleep with Melatonin Liquid, Natural Berry, 1 FL OZ",85843800571.0,6.903965034965036,9.99,ZARBEES INC,SLEEPING REMEDIES,1.0,9.99,CVS,5.837960815295815
"Zarbee's Naturals Children's Sleep with Melatonin Gummies, Natural Berry, 50 CT",85843800543.0,18.54720000000001,20.99,ZARBEES INC,SLEEPING REMEDIES,50.0,1049.5,CVS,11.867299999999998
"Zarbee's Baby Vitamin D Supplement Liquid, 0.47 OZ",85843800531.0,13.391899999999998,14.99,ZARBEES INC,VITAMINS,0.0,7.0453,CVS,8.918379999999994
"Zarbee's Naturals Children's Sleep with Melatonin Gummies, Natural Berry, 50 CT",85797300852.0,18.54720000000001,20.99,ZARBEES INC,SLEEPING REMEDIES,50.0,1049.5,CVS,11.867299999999998
"KT Tape Original Elastic Sports Tape Strips, 20 CT",85787900350.0,14.021900000000011,14.99,KT HEALTH,HOME HEALTH CARE,20.0,299.8,CVS,9.062886666666676
